CityName,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
Burlington,43.6162,45.3333,46.3298,41.3628,33.6556,43.7258,36.7364,31.21,33.5039,31.5339,36.338,43.1267,32.8947,42.3302,32.7041,30.0513,36.8152,35.3696,50.1986,42.2514,32.1121,25.8385,29.4674,46.0248,34.578,39.6355,30.2621,59.3929,43.5176,45.3937,42.7338,49.266,35.0928,34.7294,23.0,47.9451,49.3117,38.31,32.6277,32.5725,44.3686,40.4826,44.397,55.0135,42.3797,38.6254,51.3741,37.2874,51.8014,53.6336,66.934,41.7313,38.9004,52.9024,52.7558,51.2974,37.6058,38.6245,31.7739,49.1689
Butte,10.25,7.2,11.1111,7.8125,9.2727,14.875,6.9,24.5,3.8333,10.1333,21.3889,45.1111,57.3333,17.6923,9.6667,12.1818,20.4,7.6,205.6667,24.6667,17.5,12.4,72.5,128.0,49.2941,10.7,13.0714,18.3,18.25,19.4,21.625,19.6,147.6667,296.5714,41.375,30.3125,7.8889,100.0,24.8462,24.1,14.8889,32.1111,19.3077,22.1667,19.25,21.5,17.4286,15.875,99.9,52.7143,62.8182,6.2857,19.6364,23.2727,21.5,15.4167,4.6667,58.5556,23.2857,49.25
CONCORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,37.2308,54.8125,51.9677,44.8,62.6512,45.717,43.4444,61.0833,22.0,56.25,36.6452,35.55,26.3846,23.68,21.5333,32.3548,40.9841,45.5246,48.5098,35.0,35.5,38.2927,62.2933
Cape Girardeau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6111,22.7333,24.875,32.5455,97.0769,56.5,51.3529,48.8,108.2,74.1667,103.5294,50.3077,37.9375,65.4375,48.0455,102.7826,67.7037,54.1176,124.0556,47.3667,44.8095,73.5714,80.2857,36.2105,90.2667
Carlsbad,20.5424,37.4603,30.9855,14.8333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casper,34.5303,29.566,20.0,27.6809,22.96,23.3774,25.3378,21.1622,23.5,23.9474,25.2667,22.625,30.2857,40.6,28.4211,38.1,26.5476,26.0286,24.5,30.2188,7.871,16.2083,13.9091,35.7778,33.7826,29.5714,24.5,23.125,47.2727,6.5455,23.3333,31.0909,25.1538,20.1538,16.1429,36.6667,66.8571,66.7778,19.0,17.5,16.5455,27.9355,14.5455,14.3846,7.1667,7.6667,36.1154,21.8182,9.5,19.3636,22.5,18.875,24.6667,22.0,52.4595,58.5833,17.5789,16.5714,11.6,63.6364
Cedar City,18.1304,7.8,15.7941,10.2353,20.6552,11.4,10.2813,14.1143,12.6389,8.0588,10.9333,28.6154,17.0,24.0345,11.4688,8.75,9.7241,11.2222,9.25,10.24,19.04,5.12,19.1667,23.2188,23.6944,12.8462,19.625,12.1364,8.0385,12.5,27.25,19.9643,14.8571,57.8929,21.25,24.0625,13.4,23.0833,12.1053,14.8148,15.2692,8.7895,13.0,14.2903,5.8636,31.8696,12.3846,30.7391,29.0,22.0,35.35,29.0,15.4762,18.4231,9.0,20.6667,12.8,20.4667,31.55,36.0909
Cedar Rapids/Iowa City,39.3808,44.7448,36.0684,32.9369,26.4662,37.5922,30.3473,29.039,28.2727,19.589,30.9189,32.2056,30.1392,36.6364,31.2945,21.08,25.5258,21.8889,36.8455,39.3902,40.8681,26.3774,31.6739,44.038,53.7007,34.2637,52.3509,44.1208,45.9313,36.1648,48.6214,35.7114,37.3583,30.0519,44.5664,50.6977,46.152,42.2019,34.2562,36.8711,44.1933,45.8511,37.2887,39.7446,34.8368,27.1625,30.6561,36.0696,36.085,50.1744,32.8383,37.659,35.1731,44.2951,44.1403,39.4448,29.859,35.1706,25.9242,39.0114
Champaign/Urbana,57.9439,50.2475,37.7465,51.3,31.1489,40.0769,43.3514,28.3548,34.0323,28.5714,39.8333,38.25,,,,,,,,,,,,,,,,,,,,,,,,,36.4773,36.0145,14.3137,24.4643,29.8636,38.9725,32.6505,38.4725,29.9577,35.3117,24.9375,32.4588,40.9348,51.3333,24.2468,36.7532,44.4537,39.7287,35.0246,41.0103,32.713,35.0088,32.2568,38.2778
Charleston,30.216,34.5656,31.6499,29.6855,28.3773,36.719,31.2225,33.4812,26.6,23.6635,25.6929,28.468,28.4828,32.099,27.4706,24.885,26.9254,37.4955,47.3528,40.9509,30.5401,28.1479,32.0737,35.3906,36.6761,23.8367,37.2281,50.3533,41.6878,42.4223,34.3797,36.3705,30.4488,34.9034,24.2391,35.7873,36.6906,34.3333,28.592,37.003,37.6926,41.1538,37.7161,41.4038,38.343,31.3115,29.2868,32.232,33.5935,38.1063,36.8186,39.2893,37.3888,46.7963,45.9387,49.7991,31.4968,32.0892,32.2818,38.5139
Charleston/Dunbar,34.4545,44.6203,30.8974,25.3187,34.0594,35.7396,24.6458,33.4945,34.2029,20.527,30.8485,33.0149,23.8904,43.3284,31.7188,34.4848,26.2558,36.9634,52.191,38.0714,36.2787,26.0,25.0645,44.7813,42.3086,34.0204,36.3485,52.7625,53.2556,59.7013,35.3091,40.0645,34.1579,27.1724,24.3478,53.7544,49.5285,41.4587,34.0698,36.2763,39.5192,57.5758,41.2303,60.08,29.0752,31.7852,44.7778,39.5423,27.7903,42.4351,37.453,59.152,45.2154,45.3433,50.6012,62.0544,40.3846,30.6276,37.592,47.7133
Charlotte,23.2606,28.8336,24.0707,22.5677,23.3108,28.506,29.8519,32.3066,23.8383,19.425,22.211,27.4877,27.0508,29.2789,23.5361,21.654,27.1063,34.8711,37.7354,35.0957,27.6555,20.8796,21.7944,29.152,26.7459,28.3261,28.9116,36.124,29.2189,33.1163,37.7009,28.2393,24.8935,25.9781,24.054,29.9093,32.2669,34.8453,27.5109,29.0628,35.7998,43.4599,40.9446,40.9581,35.0293,31.2966,29.1118,30.7325,31.4304,35.663,32.4998,44.8552,42.0349,42.2657,43.1125,51.4909,32.9596,32.4813,37.4127,35.8094
Charlotte Amalie,38.0058,42.3743,32.4184,31.1957,32.4184,37.6124,45.5736,35.1583,46.2549,26.2297,23.9185,37.9744,39.4375,36.2466,33.5829,28.2937,27.5241,38.3267,35.7006,35.16,34.4875,29.5824,23.1707,50.7607,44.4875,37.2742,26.9425,40.3851,30.7626,43.9936,49.3432,35.6389,33.1429,27.0882,38.0833,18.4878,22.6316,18.6,27.9857,32.525,28.241,30.4815,44.8596,37.7143,39.6727,21.0,21.713,30.2555,34.9871,37.0221,32.6689,27.8966,28.8873,33.4336,46.0893,39.812,31.463,30.1864,41.5455,30.7099
Charlottesville,47.7333,46.625,34.9118,29.6491,38.0137,38.8333,33.275,48.6118,34.5303,53.7586,42.2174,50.0411,40.8143,45.8955,30.7013,36.7033,51.6747,41.0588,47.4494,51.9136,32.5694,59.3115,33.5733,37.7674,66.7128,60.1528,43.3418,37.1186,34.314,63.8529,68.1525,32.7,38.0,41.5217,34.0,74.9836,59.7292,38.3506,23.5604,30.0652,35.8584,51.7708,39.6225,56.3586,28.9793,32.929,33.2674,28.8417,53.5926,57.3869,38.755,43.5227,41.2011,61.0526,77.0385,54.2989,47.8333,41.6946,34.5031,51.497
Chattanooga,28.687,38.8939,24.7485,25.8014,38.5038,44.4167,25.0331,30.8582,25.2667,30.5505,35.5894,36.4571,33.9735,31.9276,45.9597,30.5152,24.3961,54.878,52.8595,49.123,27.8684,30.9016,45.5214,71.1863,74.0057,43.2124,47.3952,54.8585,47.5745,46.7484,49.4435,55.0833,44.0143,34.8229,40.3333,42.1681,54.8872,40.5244,26.6753,27.6279,41.8062,52.6501,42.6085,52.9736,44.1085,35.9561,32.3173,32.3784,34.3013,46.1316,46.8213,45.0,40.629,46.9731,49.5521,46.302,42.7326,32.8803,29.902,41.0672
Cheyenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,42.0,79.4545,36.8182,31.625,27.75,75.2353,133.4667,62.75,123.5714,72.6667,7.75,30.0,47.8182
Chicago,40.7482,40.8766,36.1022,36.2479,35.7831,45.4209,40.7116,40.0175,35.066,26.3214,44.9959,41.0676,33.3057,44.735,36.2569,28.0903,36.6232,39.078,52.6054,44.0895,35.764,30.5259,33.8532,42.1651,40.5216,39.426,38.5658,39.6179,37.8601,47.8148,49.7076,40.9141,32.3358,36.2168,30.2142,38.9204,42.273,45.9481,29.5495,32.9386,51.1492,54.6663,44.9112,51.3928,44.9197,32.7677,44.1578,34.9355,57.4784,57.8505,41.3014,46.6693,51.9058,53.1905,63.1251,51.5942,51.532,38.7097,43.7207,42.4983
Christiansted,37.0909,31.3429,24.4615,22.6667,28.8235,28.5152,32.1429,22.8182,34.8261,15.4483,17.6774,25.3913,42.1707,34.8621,25.5208,18.5769,22.125,29.7391,40.4878,35.9524,27.3889,26.3684,31.125,18.1724,32.98,26.75,32.0588,35.0,28.15,59.1224,59.5238,23.9429,49.0,29.5714,16.5185,24.4571,25.1731,20.5,29.5714,22.1071,30.0,59.2609,35.614,45.0962,77.0,28.35,37.4643,35.9839,20.7241,24.2,19.1379,23.72,40.6111,39.7632,34.0,38.9375,13.7143,14.6,19.375,39.04
Cincinnati,33.3347,40.0039,28.6631,28.5195,33.6748,38.4252,37.6471,28.7648,28.678,22.3037,26.7831,34.9274,35.0679,33.8954,30.5122,34.1363,31.2126,36.9538,39.9161,46.4433,32.2633,30.7612,22.1775,51.169,43.3917,35.8125,33.432,47.2067,34.4974,39.8643,48.117,45.7148,27.0855,42.4788,38.1631,47.4399,42.9855,42.2748,35.0648,41.606,47.7175,49.4118,51.8452,49.4582,44.2504,33.2912,40.3457,36.2436,43.6875,45.8997,38.0296,42.606,44.5491,51.1329,50.5023,49.1996,38.762,38.4279,32.8136,40.523
Clarksburg/Fairmont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0526,29.3889,85.6667,74.3333,45.6429,44.4667,96.2083,85.4333,70.8462,120.3,72.9545,40.2222,81.4194,34.9167,63.68,56.0,104.0313,47.8889,96.5833,57.4571,44.6818,63.0833,82.6667,61.0455,66.3529,78.7419
Cleveland,34.5397,39.3088,38.2176,32.3088,40.0323,45.7028,37.0255,38.9268,31.827,28.4675,33.1269,39.2914,31.7189,40.492,35.9598,29.0086,32.4205,39.8568,51.6851,44.2165,40.0197,38.6884,28.1403,46.5775,40.197,32.3803,36.1411,52.0586,41.9779,45.4794,46.0386,44.998,34.1894,31.9195,28.7949,39.6798,40.0651,40.1891,37.1979,38.2847,41.845,42.2939,46.0933,44.7093,38.6933,34.2111,35.1854,32.4353,44.4562,47.4677,39.6102,47.2677,45.644,54.9321,52.3016,47.8141,39.4053,36.3945,29.4758,41.036
Cody,15.3913,28.697,20.1538,14.3125,21.44,35.2778,31.4722,28.3438,5.2,8.6923,9.3077,31.4167,53.25,28.0667,21.2667,29.5714,5.2,50.0,44.6875,14.7333,9.0,12.5,37.5714,52.3333,26.0,28.0,21.5,16.6,29.5,26.6,23.4762,27.75,17.9048,26.9,495.0,57.8824,6.5714,43.5333,25.8947,22.5806,25.3429,9.0,6.0,38.9429,19.4483,59.52,28.1304,19.8696,38.3333,103.25,225.3,24.5385,59.4118,49.5,27.3333,67.6,31.0,36.5,,19.0
College Station/Bryan,29.6667,30.5479,25.5783,32.0159,35.4118,25.4074,18.7302,25.566,20.0909,31.5556,16.7447,20.5745,42.8889,24.0,76.6,41.3846,33.5172,28.0526,47.4444,42.0606,26.6786,29.931,35.9091,30.4848,35.4615,15.7727,28.5909,65.9474,44.2586,25.6538,16.4286,27.0435,22.75,67.087,58.5,163.6667,35.1429,31.5085,55.8333,38.2857,40.6889,50.1159,45.6966,58.1556,62.0946,34.9167,27.7123,29.5606,20.3095,31.6719,41.3485,27.4821,63.4412,37.8902,29.5,61.2206,33.4667,28.2769,22.5854,68.2727
Colorado Springs,48.5168,40.0742,28.9701,31.7799,30.7063,45.3873,36.2687,32.2191,24.0625,25.373,33.6316,37.679,33.5422,34.65,39.3362,30.4286,35.7448,44.4272,47.6997,39.0142,23.3586,28.5472,25.0591,37.8005,45.1045,25.3279,31.0892,32.4813,38.2161,43.7397,54.5265,48.2238,34.4753,35.2289,34.1946,49.0032,54.1123,37.1297,26.5236,46.3487,51.1905,55.0072,45.395,52.9,52.5055,41.0943,36.0218,48.766,46.0078,50.8741,46.8623,49.1627,45.6818,53.4965,53.8391,43.5858,35.1959,47.8214,43.6485,44.864
Columbia,36.0939,39.625,37.3397,31.0,48.9569,39.7077,33.7419,32.4387,24.6279,26.8481,34.5378,43.2234,37.506,34.6851,33.1356,19.8692,31.4718,49.7965,54.3702,40.124,39.8091,24.4762,28.0435,49.3636,61.9333,40.7349,49.8333,63.295,48.3714,44.0376,38.963,43.2781,31.0522,33.8605,29.2571,49.5,46.1598,41.7722,33.3825,34.6008,36.2351,52.2139,40.0823,54.9349,42.1415,30.6897,32.4306,36.4008,34.303,44.1369,31.2477,40.1839,36.7395,46.0486,44.0912,42.3545,33.8109,37.4063,29.6345,43.4724
Columbus,34.2602,32.7893,32.6343,28.3811,31.9171,37.1659,37.2355,33.6597,28.389,25.8078,29.1715,32.0236,28.711,30.4147,29.0148,24.339,28.1773,34.6053,42.5897,36.3993,25.4094,23.787,23.0909,30.792,36.8438,24.2467,27.8614,38.604,28.6576,34.75,35.3944,31.4378,23.5732,26.3083,24.5447,29.8896,37.9301,34.885,29.795,36.8892,39.3112,40.9032,44.7454,41.9033,36.8526,29.844,36.6475,31.4408,38.1276,39.322,35.2936,36.8769,38.7056,45.2234,45.2902,42.0442,33.2201,34.1041,30.9983,36.6234
Cordova,34.6154,23.1875,34.8636,20.2917,14.7143,15.6207,17.75,18.4,21.1852,21.5385,35.8333,19.0714,23.6667,17.0,37.1667,20.7059,15.25,15.1176,21.1111,17.5455,4.2857,18.9231,24.2727,10.7778,18.3333,51.6522,20.6875,9.2941,47.1667,27.5385,18.3571,18.8333,33.5333,36.0,27.1429,30.4167,14.6364,31.5789,34.5652,21.8462,24.6667,14.087,16.0526,17.6957,10.32,27.913,19.4286,22.2963,22.9474,26.375,12.5926,21.7,22.7297,24.0435,12.2174,18.3,24.8056,10.2083,15.5,47.0476
Corpus Christi,27.5347,26.4035,28.6965,33.7897,39.5217,39.4667,21.9111,32.7982,20.5278,26.1022,23.6419,27.5,17.5634,21.2093,18.6047,22.9903,26.1513,26.1481,33.6526,26.7816,15.1833,13.1818,27.0154,22.4227,27.4444,26.1538,25.6176,35.0986,28.8189,31.6392,42.5,33.8375,24.1607,28.6,80.5283,31.9747,37.8871,42.3869,28.7376,31.0533,38.7239,35.7235,36.8098,49.1867,44.8836,38.1339,27.243,40.5519,24.7043,31.4831,25.1149,34.4771,44.4974,38.7586,39.2161,29.689,46.9453,39.3602,41.5524,52.25
Crescent City,62.7,30.3636,39.6471,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas,24.6795,26.4847,24.5475,27.3917,36.9949,33.9661,30.5824,30.1768,20.9752,28.252,25.5792,32.0273,22.3922,20.1148,27.1176,28.9362,27.55,38.6654,40.0932,29.4759,20.9147,17.7648,22.6595,26.0939,27.6043,19.6488,24.1603,30.9532,29.6402,34.5992,29.625,29.1492,21.6647,21.9299,20.3708,25.7556,24.0498,27.5966,23.7168,29.4857,34.4498,31.3149,34.0508,34.537,31.1079,27.3316,24.721,28.2432,24.075,30.4097,23.3801,29.5,35.2619,34.5097,30.2755,26.6797,26.9334,26.6284,22.7645,24.9583
Dallas/Fort Worth,37.8177,40.1029,35.5736,39.0109,43.6866,44.7657,34.8278,38.7414,37.4624,41.4634,40.7497,44.102,35.7899,33.8472,42.2193,41.3498,42.0801,47.6498,50.4031,54.1864,34.294,30.9402,35.143,40.0026,41.3116,33.0054,38.2825,55.4882,40.8181,52.8904,42.6789,38.2696,30.7916,32.1796,30.5353,36.5675,37.759,45.7373,33.2973,39.936,52.3312,44.7496,47.8409,49.2635,48.3178,46.3587,31.519,38.0998,35.065,42.0227,41.2352,49.7227,57.3522,53.2112,50.3605,50.2863,40.0695,47.6448,32.7684,42.5694
Dayton,33.9188,33.5248,31.3205,29.5639,34.2377,35.4516,38.5389,28.6733,29.5646,19.8805,28.0648,36.6667,37.4286,32.1026,30.8506,27.9214,25.1976,32.9141,47.3272,35.1582,19.071,25.3311,23.5786,33.2089,37.7293,24.3908,36.9937,39.2796,27.0159,36.8485,40.1627,41.1575,25.1603,27.3725,29.938,37.0323,45.0316,55.5572,39.8031,33.9099,41.3549,53.1515,48.377,42.3273,36.2104,32.3258,39.9005,35.0836,40.1681,45.6657,39.6901,53.1756,47.916,56.5308,54.3582,52.8378,41.4375,43.7904,41.8123,46.5259
Daytona Beach,16.0313,34.3913,20.2326,25.9556,35.9706,36.9273,31.1875,33.7317,15.3714,10.1481,11.4167,46.9524,21.0513,26.5952,37.7969,19.22,20.6462,40.3091,43.1594,49.4,19.1875,26.5333,14.5313,34.3125,51.3333,26.5833,25.1765,55.6275,30.2794,29.987,25.7742,19.3273,24.2143,14.7273,24.1538,25.925,28.7087,35.5543,20.1238,27.8023,29.3879,53.7465,40.0738,37.2105,32.5676,20.1333,23.735,36.4353,15.086,29.61,18.6639,46.8764,26.6471,34.6095,41.5977,31.5783,21.2069,20.5263,30.0339,32.7356
Deadhorse,15.0714,15.2308,28.9259,22.6818,29.3846,28.3333,21.7586,12.9655,12.8438,26.1364,27.0,13.48,9.3913,23.15,15.25,12.0556,20.5882,26.8462,19.3,30.0833,4.9,11.0,7.5,10.2727,29.5,24.8571,29.8276,21.7059,22.6667,17.875,19.7857,14.2143,18.2857,20.25,9.2593,18.2857,27.0,28.8,22.125,16.6667,32.4167,30.0769,25.4444,38.381,16.8182,24.1,52.3333,31.9286,16.3125,29.0,38.3333,58.6429,45.8125,12.0556,15.5172,11.1622,22.5333,12.7308,18.6364,28.1515
Del Rio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.375,22.0,18.8889,40.4444,26.4706,20.0769,20.5455,21.4884,15.0526,17.4815,16.0,19.8438,16.1111,35.0
Denver,35.3499,35.6595,33.1772,31.2263,31.8513,42.5495,37.1604,34.0753,29.2449,26.3239,34.2429,41.6543,32.4231,34.1101,34.2174,29.8697,34.4155,39.7112,41.6201,36.7494,31.4624,27.4987,30.4939,39.7993,38.2813,31.3005,38.5159,34.6329,35.4975,35.6867,41.6837,35.7456,28.7235,28.5299,28.5235,34.8563,38.6342,34.7042,34.891,33.8179,38.5006,41.7399,41.9762,40.6537,36.0251,31.492,32.3802,33.3528,36.8085,42.5429,39.7434,36.7251,39.4564,50.7998,45.5332,40.7475,33.9743,39.8191,37.0298,38.8726
Des Moines,39.0942,37.4911,35.6735,29.5818,35.208,41.973,38.5052,36.4783,31.3841,32.1716,32.25,30.7249,25.5446,28.8398,32.4643,30.0888,33.0424,36.3436,41.5068,40.8048,29.3614,21.2456,33.5886,51.65,41.3865,35.4167,35.1732,42.589,38.7459,35.32,37.5517,36.6868,30.3258,20.8894,24.3216,37.1382,40.5847,42.1602,24.3088,34.1883,40.5175,42.2361,35.9118,42.8546,32.8917,30.6645,28.8384,29.4863,37.3284,45.3148,38.15,34.6631,44.1031,46.0049,47.4602,36.0802,32.0469,33.7122,29.761,32.1235
Detroit,34.3649,40.5712,32.1301,30.6334,35.9865,38.614,33.6844,33.7551,29.5837,25.1018,30.4276,36.2347,37.9096,44.5123,36.4902,32.7846,34.9704,42.3616,53.0423,55.7201,36.4423,32.6153,39.3125,51.0308,46.5418,41.0073,40.8111,62.08,38.5195,45.805,43.2519,45.6868,39.1056,38.1762,39.455,50.1201,52.29,59.3794,39.2741,39.5459,40.4973,39.3923,43.6483,41.8394,36.5025,30.6502,39.5708,40.9432,54.1133,54.1468,35.5664,46.0145,40.8284,46.559,51.8617,42.7798,34.3549,36.012,44.2923,43.2233
Devils Lake,45.0,31.2105,36.9412,47.2,21.3636,39.9286,16.3077,18.3333,12.7273,16.5,52.4,34.6364,46.1053,43.8571,39.1,26.4444,45.1429,61.5,28.7333,21.2857,21.3333,31.6,29.8333,27.0909,59.0,35.3846,26.8889,32.7778,34.4545,30.8333,46.875,48.9048,67.8889,47.9231,18.7,45.0625,25.4615,12.2857,36.4545,16.125,37.4,83.3,142.5625,36.1667,26.5455,118.5455,30.1538,86.4706,140.3,164.7778,123.4545,178.5556,48.375,88.0909,48.24,66.8667,159.8,48.8889,41.6875,115.25
Dickinson,29.2909,36.7805,32.0769,29.8537,35.2857,19.1176,10.6,8.0909,6.875,10.5556,14.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dillingham,,,,,,17.3333,23.3333,1.5,,,,,,,,,,16.2727,10.2,75.5,,,,,,,,,,14.3,7.0,47.0,,,,,,,,,,56.0,13.4,25.0,,,,,,,,,,7.2,12.6667,61.1667,,,,
Dothan,53.8529,35.25,26.1778,26.1296,26.6857,41.6667,24.8936,26.7021,23.7667,23.8966,28.0233,46.8222,46.0222,44.2545,20.9,28.5806,22.4865,37.8636,79.9412,37.5128,49.2778,27.2963,40.7586,39.5897,50.5952,55.6154,71.0303,98.8235,25.3235,48.3846,47.1552,47.0571,27.8333,34.9231,20.08,66.9412,59.8039,81.5313,34.119,26.5556,30.7455,63.3902,22.4054,41.0909,32.4571,32.5,45.8431,34.6176,30.1622,39.0526,41.8919,36.8889,46.2,53.5172,35.1458,35.85,28.973,39.7818,21.9231,32.1111
Dubuque,48.5122,49.9184,25.9697,30.7619,17.2778,44.0833,37.2273,27.0,45.5385,15.2381,63.0769,31.5,,,,,,,,,,,,,,,,,,,,,,,,,34.4839,35.2286,11.0417,14.8889,40.875,32.2857,18.8889,22.44,33.7188,24.8667,20.24,36.0278,30.2432,37.5333,34.1071,38.9412,28.2093,44.6667,42.102,34.8235,41.0976,22.1364,24.0645,32.2432
Duluth,34.7,37.0702,20.0606,30.6667,31.3636,31.25,33.766,34.6515,26.3511,15.2444,35.0704,34.2034,31.4861,23.875,32.8706,27.3793,21.7419,20.7302,53.8987,37.375,78.1818,33.0,59.5769,54.5862,25.3235,23.8125,30.8,53.9355,26.6176,49.127,49.4773,43.1807,24.48,62.1549,71.2951,46.6508,47.3676,39.3913,30.7969,39.9524,74.5679,70.8901,42.5122,51.0333,38.4194,41.5111,53.4776,30.3571,60.6545,81.1111,40.6094,92.1571,75.4333,79.2477,44.951,44.8491,104.0412,64.5263,29.6613,71.8764
Durango,31.3382,42.8167,24.5938,36.0,31.8197,24.2209,20.9355,25.3125,15.7561,34.75,21.5588,27.9242,21.2432,19.6,22.4394,22.0833,26.4432,18.1852,40.337,27.3714,14.7059,21.4915,25.2821,33.2727,28.7609,26.1579,11.5952,34.4091,22.5,35.1765,48.4107,44.5313,18.1154,43.7222,16.7368,36.38,29.2319,44.2157,29.2419,37.0725,30.137,23.0569,35.562,36.1207,46.1351,34.4038,31.9882,40.6542,29.3617,29.0353,39.4019,40.72,47.8125,48.6621,41.0321,44.0493,42.1909,59.76,34.9747,56.625
Eagle,43.4464,49.22,41.7981,35.7368,,50.6875,61.0,25.5714,52.5556,5.0,9.0,50.2651,61.027,34.0659,31.9027,35.8571,19.0769,68.625,70.7917,75.375,60.5833,7.1667,11.2857,58.0982,52.3435,56.3301,46.4,18.75,,68.0,84.3333,33.0,69.2857,26.8571,3.0,48.8129,52.843,60.3869,30.1552,67.4848,7.8125,39.975,29.2857,47.3571,14.9,51.1875,87.0,48.3101,54.9909,62.2644,52.1554,67.1053,71.8889,34.86,79.1591,40.0,54.3077,61.1,57.4667,71.8727
Eau Claire,68.72,34.375,39.7647,20.1111,24.2857,37.0,35.4815,42.8056,25.0556,18.4074,35.381,22.1,26.931,24.45,28.1905,25.6923,46.2308,16.5833,48.8571,42.9048,40.7143,23.2727,50.1111,20.1304,20.1429,35.2222,23.3478,20.0833,25.3182,20.4783,37.5217,59.2083,34.0,77.1304,44.1,45.5909,66.6154,49.7368,47.9,53.7333,60.4091,132.72,31.8824,45.1429,51.381,32.7778,37.619,47.25,65.5417,107.0455,31.0476,53.6667,36.8696,64.5,43.6087,43.25,94.3684,41.7,36.1765,45.9412
El Paso,28.8244,27.9501,26.296,29.1647,36.7045,29.2504,31.5358,31.0403,20.7015,25.4831,27.237,32.5608,28.0296,22.8944,28.086,26.5689,26.9342,33.5288,38.7624,34.7341,21.2813,22.3688,21.4945,31.3983,31.2353,21.5152,29.7064,33.4253,26.9038,35.9129,31.0333,32.3094,19.9401,22.1446,23.402,28.8953,35.3957,38.5407,26.2349,31.5833,37.9037,39.0791,36.2147,38.1845,34.8895,33.3461,27.5314,31.2794,27.1935,32.3676,30.4224,37.2,38.4466,39.5081,34.9926,35.9645,33.5109,35.6673,30.6865,33.5746
Elko,19.5,7.125,9.7333,26.3,32.0,6.8235,10.2143,10.8333,16.0,18.125,53.2308,30.5926,75.1481,27.2,38.3636,20.9231,9.4,6.9412,41.8,7.875,8.4118,7.0,24.1333,9.8696,21.8571,13.5,30.4667,57.0,4.5714,10.0,20.1053,11.3125,10.2,11.0667,45.8889,64.4118,16.1818,19.6667,36.85,9.85,5.0667,7.0,12.4167,10.2381,15.0625,12.625,10.1667,43.0667,106.7273,74.0714,15.125,10.9333,14.0,125.4286,17.7778,23.3333,49.1,12.8,24.7143,65.7778
Elmira/Corning,39.236,46.044,26.9012,29.236,27.3288,29.8,37.8659,28.58,26.7284,17.0533,21.9153,24.6,30.8529,33.339,37.85,31.9677,29.5769,35.1143,40.1333,66.2826,34.72,36.4828,55.5854,41.7576,171.2857,17.0,90.44,114.6957,54.75,32.7143,,,,,,40.6667,33.0,66.8,31.6667,31.4,2.0,58.0,1.0,25.6667,67.0,27.5,13.3333,14.9286,6.2,44.5,7.8571,36.7778,32.0,17.1667,17.125,6.5,,81.3333,54.3243,32.2826
Erie,42.72,43.7037,26.0667,14.8,14.375,32.7586,29.1176,37.3333,16.5152,9.4242,28.619,24.15,30.3043,33.3684,28.0,11.4,25.125,25.0,69.2667,29.1176,35.5,45.7857,48.7556,61.6552,40.6744,34.2083,30.2273,37.3585,28.8,33.6905,31.2,41.1154,64.05,43.15,22.7619,37.119,76.875,70.6667,32.3448,31.7083,73.875,21.2813,11.75,46.0938,39.125,26.6667,39.8214,39.5,44.2857,56.375,26.68,81.3704,28.6571,28.4545,79.1905,37.0732,47.9394,34.8286,49.8125,47.7097
Escanaba,46.9545,30.0476,71.8667,42.3,20.0909,45.4,23.4444,47.4167,39.8182,19.4286,22.8,49.5556,60.5385,71.4167,16.6842,38.0833,5.0,26.8,39.1333,43.2609,39.6667,16.8889,44.0714,49.0667,68.7143,45.2222,48.8,29.5556,58.75,27.4,35.2857,130.9231,28.4545,43.0,39.4118,56.1429,118.4375,55.8667,13.5882,24.0,33.375,20.8125,28.125,19.45,78.6,32.7692,135.6,30.5,38.1,143.0,43.875,45.7,15.75,36.0,37.8462,62.75,29.6,50.1875,45.1429,200.5714
